Grapheme	IPA
^ɛ	ɛ
^ɛ̂	ɛ
^ɛ̃	ɛ̃
^ɛ̃́	ɛ̃
^ɟ	ɟ
^ɣ	ɣ
^ɤ	ɤ
^ɨ	ɨ
^ɨ$	ɨ
^ɨbu-gũ̵	ɨ b u + g ʉ̃
^ɨmɨňekʰò_mãkʰɨ̆_muiᵽu	ɨ m ɨ n e kʰ o
^ɨɨ	ɨː
^ɨɨ$	ɨː
^ɨ́	ɨ
^ɨ́ɨ́	ɨː
^ɨ̃	ɨ̃
^ɨ̃$	ɨ̃
^ɨ̃́	ɨ̃
^ɨ̃́ɨ̃́$	ɨ̃ː
^ɬ	ɬ
^ɯ	ɯ
^ɯ́	ɯ
^ɲ	ɲ
^ɲh	ɲ̊
^ɳ	ɳ
^ɸ	ɸ
^ɺ	ɺ
^ɻ	ɻ
^ɾ	ɾ
^ʃ	ʃ
^ʉ	ʉ
^ʉ$	ʉ
^ʉ̃	ʉ
^ʌ	ʌ
^ʌ$	ʌ
^ʐ	ʐ
^ʒ	ʒ
^ʔ	ʔ
^ʤ	dʒ
^ʦ	ts
^ʧ	tʃ
^ʧ$	tʃ
^ʨ	tɕ
^ʰk	ʰk
^ʰkʷ	ʰkʷ
^ʰt	ʰt
^ʰw	ʰw
^ʰy	ʰj
^ʻb	b
^ʻt	ˀt
^ˀa	ʔ a
^ˀb	ˀb
^ˀd	ˀd
^ˀe$	ʔ e
^ˀɑ$	ʔ ɑ
^ˀɨ	ʔ ɨ
^ˀɨ$	ʔ ɨ
^ˈb	b
^ˈe	e
^ˈh	h
^ˈk	k
^ˈl	l
^ˈm	m
^ˈn	n
^ˈo	o
^ˈp	p
^ˈw	w
^ˈz	z
^ˈã$	ã
^ˈŋ	ŋ
^ˍp	p
^Φ	ɱ
^α$	ɑ
^β	β
^ε	ɛ
^θ	θ
^ᵽ	p
^ᵾ	ʉ
^ḍ	ɖ
^ḏ	ð
^ḯ	ɨ
^ḯḯ	ɨː
^ḻ	l
^ṉ	n
^ṍ	õ
^ṛ̌	ɽ
^ṣ̌	ʂ
^ṹ	ũ
^ẓ	ʐ
^ẽ	ẽ
^ẽ$	ẽ
^ẽ́	ẽ
^ẽẽ	ẽː
^ỳ	y
^ỹ$	ỹ
^–	NULL
^‘	ʔ
^‘w	ˀw
^∅-	NULL
^∫	ʃ
^	n
_	+
_$	NULL
_+	+
_+$	NULL
_+_	+
_+_clas	NULL
_+clas	NULL
_-	+
_-$	NULL
_-animate	NULL
_..._	+
_:	NULL
_:$	NULL
_=$	NULL
_=_mud	NULL
_=deer	NULL
_=stone	NULL
_??$	NULL
_B:$	NULL
_C$	NULL
_Cs$	NULL
_F$	NULL
_LF$	NULL
_LL$	NULL
_Poss_-ku_	NULL
_WW?	NULL
__	+
__$	NULL
__-$	NULL
__-,_$	NULL
__??$	NULL
__F$	NULL
__H:_	NULL
___	NULL
___$	NULL
____	NULL
____$	NULL
_hide!$	NULL
_hide_!$	NULL
_loan$	NULL
_loan_$	NULL
_squeeze	NULL
_ˀ	+ ʔ
_–_	+
a	a
a!$	a
a$	a
a:	aː
a:$	aː
a::	aː
aa	aː
aa$	aː
aa:	aː
aaa	aː
aaa$	aː
aˀ	a ʔ
aː	aː
aː$	aː
âː	aː
a̤	a
b	b
b$	b
bb	bː
bh	bʰ
bh$	bʱ
bs	b s
bsh	b ʃ
bʃ	b ʃ
c	ts
c$	ts
c:	tsː
c:$	cː
ca_nahwere_)	ts a + n a ʰw e r e
cc	tsː
cc$	ts
ch	tsʰ
ch$	tsʰ
ch:	tʃː
chch	tʃː
chh	cʰ
chs	tʃ s
chw	tʃʷ
chw$	tʃʷ
cs	k s
cs$	ts
csh	tʃ
cw	cʷ
c̆	tʃ
c̷	tʃ
d	d
d""""$"	NULL
d""w"	NULL
d"w	NULL
d$	d
d:	dː
d^"""	NULL
dd	dː
dh	dʰ
dh$	dʰ
dhw$	d ʰw
ds	dz
dw	d w
dwm	d ɯ
dʒ	dʒ
dʸ	dʲ
d̠	d̪
e	e
e!	e
e$	e
e:	eː
e:$	eː
ee	eː
ee$	eː
eeee$	eː
eː	eː
ę	ẽ
f	f
f$	f
ff	fː
fh	fʰ
fw	fʷ
g	g
g$	g
g:	gː
gg	gː
gg$	gː
gh	gʰ
gh$	gʰ
gs	g s
gsh	g ʃ
gw	g w
h	h
h$	h
h:	hː
hh	hː
hs	h s
hs$	h s
hsh	h ʃ
hsh$	h ʃ
hw	hʷ
hw$	hʷ
i	i
i$	i
i:	iː
i:$	iː
ibeišĩ__)	i b ei ʃ ĩ
ii	iː
ii$	iː
iii$	iː
iˀ	i ʔ
iː	iː
iː$	iː
i̡	ĩ
i̯	i
i̯$	j
i̯i̯	j
i̯i̯$	j
i̵	ɨ
j	j
j$	j
j:	jː
j:$	j
jalnjul_TC)	j a l n j u l
jh	dʒ
jh$	dʒ
jj	dʒː
js$	j s
jw	dʒ w
j̃	j
k	k
k$	k
k:	kː
k:$	kː
kh	kʰ
kh$	kʰ
khw	kʷʰ
kk	kː
kk$	kː
ks	k s
ks$	k s
ksh	k ʃ
kw	kʷ
kw$	kʷ
kʰ	kʰ
kʰʷ	kʷʰ
kʰʸ	kʲʰ
kʷ	kʷ
kʸ	kʲ
kˀ	kˀ
l	l
l$	l
l:	lː
l:$	lː
lh	lʰ
lh$	l̥
ll	lː
ll$	lː
ls	l s
ls$	l s
lw	l w
lw$	lʷ
lʃ	l ʃ
lʲ	lʲ
lʸ	lʲ
lʸ$	lʲ
l̠	l̪
m	m
m$	m
m:	mː
mh	mʰ
mm	mː
ms	m s
ms$	m s
msh	m ʃ
msh$	m ʃ
mw	mʷ
mʷ	mʷ
mː	mː
m̈	m
m̉	m̥
m̵	m
n	n
n$	n
n:	nː
n:$	nː
n:h	nː h
ng	ŋ
ng:	ŋː
nh	nʰ
nh$	nʰ
nhs	n̥ s
nn	nː
nn$	nː
nn̈	nː
ns	n s
ns$	n s
nsh	n ʃ
nw	n w
nʲ	nʲ
nʸ	nʲ
nˀ$	nˀ
nː	nː
n̈	ɳ
n̉	n
n̉$	n
n̠	n̪
n̵	n
o	o
o$	o
o:	oː
o:$	oː
oi	oi
oi̯	oi
oo	oː
oo$	oː
ooo	oː
ooo$	oː
oooo	oː
o|	o
p	p
p$	p
p:	pː
ph	pʰ
ph$	pʰ
phʰ	pʰ
pp	pː
ps	p s
ps$	p s
psh	p ʃ
pw	pʷ
pʃ	p ʃ
pʰ	pʰ
pʸ	pʲ
pˀ	pˀ
q	q
q$	q
q:	qː
q:w	qː w
qh	qʰ
qq	qː
qs	q s
qsh	q ʃ
qsh$	q ʃ
qw	q w
qʰ	qʰ
r	r
r$	r
r:	rː
raïdï}	r a ɨ d ɨ
rh	rʰ
rh$	r̥
rr	rː
rr$	rː
rrh	rːʰ
rrr	rː
rs	r s
rs$	r s
rsh	r ʃ
rw	r w
rʸ	rʲ
rː	rː
r̃	r̃
r̃w	rʷ
s	s
s$	s
s:	sː
s:$	sː
sh	ʃ
sh$	ʃ
sh:	ʃː
shh	ʃ h
shsh	ʃː
shw	ʃʷ
ss	sː
ss$	sː
ssh	ʃ
sw	s w
sʰ	sʰ
s̆	ʃ
t	t
t$	t
t:	tː
t:$	tː
t:s	tsː
t:sh	tː ʃ
th	tʰ
th$	tʰ
thw	θʷ
thw$	tʷʰ
ts	ts
ts$	ts
ts:$	tsː
tsh	tsʰ
tss	ts
tsts	tsː
tsʰ	tsʰ
tt	tː
tt$	tː
ttʸ	tːʲ
tw	t w
tɕ	tɕ
tʃ	tʃ
tʃ$	tʃ
tʃh	tʃʰ
tʰ	tʰ
tʰs	tsʰ
tʰʸ	tʲʰ
tʱ	tʰ
tʲ	tʲ
tʸ	tʲ
tʸh$	tʲʰ
tʸs	tsʲ
tˀ	tˀ
t̠	tʲ
t̪	t
t̯	tʰ
t̯$	tʲ
u	u
u!$	u
u$	u
u:	uː
u:$	uː
uu	uː
uu$	uː
uuu$	uː
uʷ	u w
uʷ$	u w
uˀ	u ʔ
uː	uː
u̱	u
ũ̵	ʉ̃
v	v
v$	v
v:	vː
vh	vʰ
vv	vː
vw	vʷ
vw$	vʷ
w	w
w!	w
w$	w
w:	wː
wH	w̥
wh	wʰ
whw	w hʷ
ws	w s
wsh	w ʃ
ww	wː
wˀ$	wˀ
x	x
x$	x
xh	ʃ
xs	x s
xs$	c s
xsh	x ʃ
xsh$	x ʃ
xw	x w
xʃ	x ʃ
xʷ	xʷ
xʸ	xʲ
y	y
y!	NULL
y$	y
y:	yː
y:$	yː
yy	yː
yy$	yː
yyy	yː
z	z
z$	z
zh	ʒ
zs	ts
zz	zː
z̧	ʐ
}	NULL
¢	tʃ
´	NULL
´$	ʔ
´h	ˀh
´s	ˀs
´sh	ʃ
´sh$	ʃ
´w	w
µ	m
·	+
·$	NULL
·_	+
·s	s
·s$	s
·w	w
·w$	w
Á	a
É	ɛ
Í	ɨ
Ó	o
Õ	õ
Ú	u
ß	β
à	a
à$	a
à:	aː
às	a s
àw	a w
àw$	a w
á	a
á$	a
á:	aː
á:$	aː
áá	aː
áá$	aː
áː	aː
â	a
â$	a
â:	aː
âh	a h
âh$	a h
âs$	a s
âw	a w
âw$	a w
ã	ã
ã$	ã
ã:	ãː
ãã	ãː
ãã$	ãː
ã̀	ã
ã̀$	ã
ã́	ã
ã́$	ã
ã́ã́	ãː
ã̂ː	ãː
ã̇	ã̇
ã̌	ã
ä	ä
ä$	æ
äh	æ h
äs	æ s
äw	æ w
ä́	æ
å	a
æ	æ
æ$	æ
ææ	æː
æ̂	æ
æ̃	æ
æ̃$	æ
æ̃æ̃	æ̃
æ̃æ̃$	æ̃ː
æ̃̀	æ̃
æ̃́	æ̃
æ̌	æ
æ̧$	æ̃
æ̨	æ̃
æ̨$	æ̃
ç	ç
ç$	ç
è	e
è$	e
è:	eː
ès	e s
èw	e w
èw$	e w
é	e
é$	e
é:	eː
é:$	eː
é:s	eː s
é:w	eː w
éh	e h
éh$	e h
éh:	eː
éhw	e w
és	e s
és$	e s
éw	e w
éw$	e w
éwh	e wʰ
éww	e wː
éé	eː
éé$	eː
éʃ	e ʃ
éː	eː
éːs	eː s
éːw	eː w
ê	e
ê$	e
êh$	e h
ês$	e s
êw$	e w
ë	e
ë$	e
ë:	əː
ëh	e h
ës	ə s
ës$	e s
ësh	ə ʃ
ësh$	ə ʃ
ëw	ə w
ëw$	e w
ëë$	eː
ë́	e
ì	i
ì$	i
ì:	iː
ì:$	iː
ì:s	iː s
ìs	i s
ìw	i w
í	i
í$	i
í:	iː
í:$	iː
íí	iː
íí$	iː
íː	iː
í́	i
î	i
î$	i
î:	iː
îh	i h
îh$	i h
îw$	i w
ï	ɨ
ï$	ɨ
ïh	ɨ h
ïs	ɨ s
ïs$	i s
ïw	ɨ w
ïï	ɨː
ïï$	ɨː
ð	ð
ñ	ɲ
ñ$	ɲ
ñh	ɲ̊
ñ̈	ɲ
ñ̵	ã
ò	o
ò$	o
ò:$	oː
òh	o h
òw	o w
òw$	o w
ó	o
ó!	o
ó$	o
ó:	oː
ó:$	oː
ó:s	oː s
óh	o h
óh$	o h
ós	o s
ós$	o s
ós:	o sː
óss	o sː
ów	o w
ów$	o w
ówh	o w̥
óó	oː
óó$	oː
óː	oː
ô	o
ô$	o
õ	õ
õ$	õ
õõ	õː
õõ$	õː
õ̀	õ
õ̀$	õ
õ̀̀$	õ
õ̂	õ
ö	ø
ö$	ø
ö:	øː
ö:$	øː
öh	ø h
ös	ø s
ösh	ø ʃ
öw	ø w
öö	øː
ø	ø
ø̃	ø̃
ù	u
ù$	u
ù:	uː
ùh	u h
ùs	u s
ùw	u w
ú	u
ú$	u
ú:	uː
ú:$	uː
úú	uː
úú$	uː
úː	uː
û	u
û$	u
û:	uː
ûh$	u h
ûs	u s
ü	y
ü$	y
ü:	yː
ü:$	yː
ü:h	yː h
üh	y h
üh$	y
üssh	y s ʃ
üw	y w
üü	yː
üü$	yː
ü̃	u
ü̃h	u h
ā	aː
ā$	aː
ā:	aː
ā:$	aː
āh	aː h
āh$	aː h
ās	aː s
āsh	aː ʃ
āw	aː w
ā̃	ã
ă	a
ă$	a
ăh$	a h
ăă	aː
ą	ã
ą:	ã
ąh	ã h
ąw	ã w
ąw$	ã w
ąą$	ãː
ą́	ã
ą́$	ã
ą́ą́	ãː
ć	c
ĉ	tʃ
č	tʃ
č$	tʃ
č:	tʃː
čh	tʃʰ
čs	ts s
čw	tʃ w
čč	tʃː
čʰ	tʃʰ
đ	ð
ē	eː
ē$	eː
ē:$	eː
ēh	e h
ēw	eː w
ĕ	e
ĕ$	e
ĕsh$	e ʃ
ę$	ẽ
ę́	ẽ
ě	e
ě$	e
ěh$	e h
ěw$	e w
ĩ	ĩ
ĩ$	ĩ
ĩĩ	ĩː
ĩĩ$	ĩː
ĩʰt	ĩ ʰt
ĩ̀	ĩ
ĩ̀$	ĩ
ĩ́	ĩ
ĩ́$	ĩ
ĩ́ĩ́$	ĩː
ĩ̂	ĩ
ĩ̂:	ĩː
ĩ̃	ĩ
ĩ̌	ĩ
ĩ̯	ĩ
ĩ̯$	ĩ
ī	iː
ī$	iː
ī:	iː
īh	iː h
īsh	i ʃ
īss	i sː
īw	iː w
īī$	iː
ĭ	i
ĭ$	i
ĭh$	i h
ĭs	i s
Į$	ĩ
į	ĩ
į́	ĩ
į́į́	ĩ
ı	ɪ
ı̃	ĩ
ĵ	dʒ
ĵ$	dʒ
ľ	l
ľ̥	l̥
ł	lʰ
ł$	ɬ
łʸ$	ɬʲ
ń	n
ň	n
ŋ	ŋ
ŋ$	ŋ
ŋh	ŋ̊
ŋŋ	ŋː
ŋ̟̟̟$	ŋ̟
ŋ̥	ŋ̊
ō	oː
ō$	oː
ō:	oː
ōh	oː h
ōh$	o h
ōs	o s
ōs$	oː s
ōsh	oː ʃ
ŏ	o
ŏ$	o
őw	o w
ŗ	ɽ
ř	r
ś	ʂ
ş	ç
ş$	sʲ
şw	ɕʷ
şş	ɕː
şʸ$	ɕʲ
şʸşʸ	ɕʲː
š	ʃ
š$	ʃ
š:	ʃː
šh	ʃ
šw	ʃʷ
šš	ʃː
ţ	tʲ
ţ$	tʲ
ũ	ũ
ũ$	ũ
ũũ	ũ
ũũ$	ũː
ũ̀$	ũ
ũ̂	u
ũ̌	ũ
ũ̵$	ũ̵
ū	u
ū$	uː
ū:	uː
ū:$	uː
ŭ	u
ŭ$	u
ŭh$	u h
ŭs	u s
ŭs$	u s
ŭŭ	uː
ű	u
ű$	u
Ų	ũ
Ų$	ũ
ų	ũ
ų$	ũ
ųų	ũː
ž	dʒ
Ɨ	ɨ
Ɯ	ɯ
Ɯ$	ɯ
ƫ	tʲ
Ʒ	ʒ
ǎ	a
ǎ$	a
ǎh$	a h
ǐ	i
ǐh$	i h
ǐw$	i w
ǒ	o
ǒ$	o
ǔ	u
ǔ$	u
ǔh	u h
ǔh$	u h
ǔʃ$	u ʃ
ǖ	yː
ǘ$	y
ǝ	ə
ǝ$	ə
ǝ́	ə
ǝ́:	əː
ǝ́́	ə
ǝ̂	ə
ǝ̃	ə̃
ǝ̃$	ə̃
ǝ̃́	ə̃
ǝ̌	ə
ǫ	õ
ǫ$	õ
ǫǫ	õ
ǫ́	õ
ǫ́w	õ w
ǰ	dʒ
ǽ	æ
ǽ$	æ
ǽw$	æ w
ǽ̃	æ̃
ǽ̨	æ̃
ǽ̨ǽ̨	æ̃ː
ȩ	ẽ
ȩ$	ẽ
Ɂ	ʔ
Ɂ$	ʔ
ɂ	ʔ
ɂ$	ʔ
ɂh	ʔʰ
ɑ	ɑ
ɑ$	ɑ
ɑ̃	ɑ̃
ɑ̃$	ɑ̃
ɒ	ɒ
ɒ$	ɒ
ɒ́$	ɒ
ɒ̃	ɒ̃
ɒ̃$	ɒ̃
ɓ	ɓ
ɔ	ɔ
ɔ$	ɔ
ɔ́	ɔ
ɔ́$	ɔ
ɔ̂	ɔ
ɔ̂$	ɔ
ɔ̃	ɔ
ɔ̃$	ɔ̃
ɔ̃́	ɔ̃
ɔ̃̂	ɔ̃
ɔ̃̌	ɔ̃
ɔ̌	ɔ
ɔ̌$	ɔ
ɕ	ɕ
ɖ	ɖ
ɗ	ð
ə	ə
ə$	ə
ə:	əː
əə	əː
əə$	əː
əə̃	ə̃ː
əː	əː
ə́	ə
ə̃	ə̃
ə̃$	ə̃
ə̃́	ə̃
ə̃́$	ə̃
ə̄	əː
ə̌	ə
ɛ	ɛ
ɛ$	ɛ
ɛɛ	ɛː
ɛɛ$	ɛː
ɛ̀	ɛ
ɛ̀$	ɛ
ɛ́	ɛ
ɛ́$	ɛ
ɛ̂	ɛ
ɛ̃	ɛ̃
ɛ̃$	ɛ̃
ɛ̃̀$	ɛ̃
ɛ̃́	ɛ̃́
ɛ̃́$	ɛ̃́
ɛ̃̂	ɛ̃
ɛ̨	ɛ̃
ɛ̨́	ɛ̃
ɟ	dʒ
ɟ$	ɟ
ɡ	g
ɣ	ɣ
ɤ	ɤ
ɤ$	ɤ
ɤ̂	ɤ
ɤ̌	ɤ
ɨ	ɨ
ɨ$	ɨ
ɨ:	ɨː
ɨ:$	ɨː
ɨɨ	ɨː
ɨɨ$	ɨː
ɨɨ́	ɨː
ɨɨ̂	ɨː
ɨɨ̃	ɨ̃ː
